"name";"mz";"mzmin";"mzmax";"rt";"rtmin";"rtmax";"npeaks";"C";"CH";"Control";"H";"N";"NH";"QC";"28V";"29V";"33V";"34V";"35H";"35V";"48H";"48V";"95V";"96H";"96V";"97H";"97V";"98H";"98V";"81H";"81V";"82V";"83H";"84H";"86H";"86V";"87H";"87V";"89H-1";"89V-3";"89V-4";"90H";"90V";"91H";"92H";"93V";"94H";"94V";"100V";"99H";"99V";"101H";"101V";"74H";"75H";"75V";"76H";"76V";"36V";"37V";"38H";"39H";"41H";"41V";"42H";"42V";"43H";"43V";"44H";"44V";"45V";"46H";"46V";"63H";"63V";"66V";"67H";"69H";"69V";"71V";"72H";"72V";"77H";"77V";"78H";"78V";"79H";"79V";"80H";"80V";"QC1-1_1";"QC1-1_2";"QC1-3_1";"QC1-3_2";"QC1";"QC10";"QC11";"QC12";"QC13";"QC14";"QC15";"QC2";"QC3";"QC4";"QC5";"QC6";"QC7";"QC8";"QC9";"isotopes";"adduct";"pcgroup";"rsdqc"
"1654";"M527T724";527.15813623405;527.151485507083;527.165023700055;723.582024993897;706.819008331299;765.307018890381;97;15;19;3;7;15;17;19;153349.538420032;78227.0711357536;71013.3089261358;98942.4593738608;74733.2685640301;41015.6711231431;311654.387504776;3617256.71817593;45663.9304694877;42043.4724232303;46019.4239307549;48376.6639181667;20977.1196702714;79056.4051990209;147677.522269519;43491.8607908407;216354.519774327;58835.9745117753;19692.6387132604;75458.7649566512;83186.1584119061;79445.2056573215;52145.1760066237;61763.1932862981;54633.266534575;456533.707937841;37196.4691268098;36417.2063638426;28279.0501220748;45461.5752743728;28900.0899592945;73864.4857336345;687181.575010743;54391.0393512802;55589.6854580521;28496.3724574733;45693.3005264737;33353.1116203963;49421.1275929547;100542.370196238;95852.7408278128;55238.3983973245;23076.8576423226;37842.9994062671;77769.4694297052;43720.4290039791;104189.763509093;43701.8946033178;106000.954836265;189573.551524816;89705.9878722828;37507.4315642635;50458.3675256267;50436.6048117858;70544.1916291545;105308.749877959;5219.36279943723;54970.9866214485;94794.6164922464;63318.1856266354;47384.5477766492;84374.1785789674;30912.1639377797;56513.8873521388;28564.8126003482;197885.635596066;62663.1974587709;51341.7413899176;59380.6309666097;6290.5415156473;89353.2759035701;41907.4867873109;51816.1404393146;12283.5387456177;50012.2213951282;58172.417153669;45153.1742319582;71383.4513547686;44726.2557672788;44972.0892107083;44838.7831186478;48563.6928291227;49705.4604715066;55983.3827981482;59923.242312223;58918.6967376621;77970.5460123292;65499.5346112548;55560.3916390549;84868.8594163131;69390.5254996425;66349.3195016843;58043.6047723881;71560.4560056764;45929.1243122456;"[203][M]+";"";"244";0.192768992977854
"1656";"M528T69";527.746337095729;527.738628803611;527.748944870957;69.1349975013733;64.3850029945374;75.1840024185181;103;15;19;3;7;15;16;18;20236.8132391856;26114.4716498974;30245.1412573481;15726.4531701138;14666.7009125738;23777.707597793;46291.9635561307;13957.3544112564;40597.1248244598;25360.9577554121;29219.8004749974;17790.1474538362;27722.6765121936;36493.4141016105;3765.63705182413;12757.2605268584;31818.9301431786;5213.18451138739;31709.5241530447;26946.483953074;7641.92662326582;28041.3898573865;9515.25021547577;25567.9013722955;19524.8577276246;27207.9460619948;15116.0905126871;16797.4519897811;9527.77654983912;43860.7688755702;22928.214517032;11859.5846966151;21451.8292672522;29174.5526942361;31973.3649973166;27477.9141086944;55787.5577395844;16514.1870234399;25543.8422324885;24090.9738560097;15894.2773467759;35372.2421056974;17530.209066467;21931.322902706;13687.3865254846;11908.9146463895;15890.530312081;23899.6934764243;30051.4922147801;30069.1649908725;12664.8792333219;12426.1474386027;19573.32599631;17329.3220561902;2721.46145970699;31598.8215040025;24926.4429299833;33841.7421987953;7089.92458005179;22682.7926396272;19282.7030118022;30028.2227477595;14888.584356018;37416.0481812029;64970.9049122768;21039.9460955446;15617.2133686118;17765.591099036;10123.3778924605;12485.6177114409;7402.92204419168;55543.6599961004;23118.8111182188;7866.40592256427;17186.7259277707;33146.9226129345;4837.25821966394;7221.30766456215;8520.97048835034;10090.6960123103;2366.67217081069;3183.45298641723;3417.54453000788;3257.90550954635;3346.90692717723;3009.00529295589;1541.80182316002;2457.58263283366;2684.90279671555;2996.31942943515;2123.55490774139;3692.40961742972;1382.2953220748;1454.50726231838;2534.2964684136;"";"";"5";0.282571741069908
"1658";"M528T660";528.144620024707;528.136333440574;528.15471702819;659.80899810791;658.509984436035;661.267986907959;77;13;15;3;7;13;12;14;3279.96459487107;2676.93389078521;6525.72393378588;2493.83571570302;976.185668336124;957.240018435621;614.011060551113;2471.29232897432;1839.76184757415;6224.80882008246;2875.5901788954;3148.70698794926;1538.99306678619;1578.21810488989;2880.42929652835;1094.62580433523;4865.19150649919;1508.21011698835;642.068501895086;5463.48811500734;2604.84064357728;2823.51256932276;2935.36251785122;6904.56718085307;1993.40925771722;3038.24476052594;2435.69832869663;832.611120413909;1506.35462867359;685.590325399794;1116.1640595648;3505.82390273995;2601.55179587221;4176.32530570555;2790.41173339963;3813.10480073991;3735.52168553277;1916.12165310577;2012.04631533534;4248.06513198473;2855.14245051808;1545.61967807203;4346.89950843498;3862.39659009195;2916.12862730808;3609.82426902564;3762.8901006;3370.08263525249;3241.40042252444;4894.08947219124;2361.26132551469;1152.26403720712;5328.92483207082;1744.46135221756;2133.09328979743;3094.26538013076;248.507336417605;3316.41293744375;1907.84658111864;1611.67347562982;4146.22588637872;7522.49416751498;1360.41325479169;4424.13594799324;459.75040179172;6591.72554492455;4019.15741250583;3343.80869948422;4861.91795114058;1406.12561442327;3940.58364463928;2137.67543044857;1617.26150347093;736.093785617167;1368.71266971381;2736.69688957088;1018.65149628292;2423.28264777693;644.96037652765;948.849347889049;1600.70236826019;3375.2797388172;2862.31153429651;2998.00645918309;4219.63817552235;3631.66516896698;3924.15486546212;1623.26002339849;1915.93680747567;2466.10506472458;1915.73921565486;2682.00982183813;2328.91723385211;2602.27210420872;2579.56370999389;"[202][M+1]+";"";"83";0.296263094226813
"1659";"M528T724";528.161750696467;528.157539755902;528.169225499072;723.580979003906;721.056027832031;724.841016693115;90;14;19;3;7;13;15;19;29260.2294557607;14192.5663825757;15295.4301075177;17822.4155660843;11905.3104825834;7231.01888731255;53741.3840822433;660848.77607188;8311.56774031809;7573.60544880262;6800.59860989595;8946.06649570719;4471.91539993814;13825.2512352562;27093.2340533898;7689.8354428343;42734.6258007484;8435.13501113522;3494.54644101065;13989.8855112516;15278.5454134756;14640.9853519723;10493.0063057613;11368.7234608279;9950.35885712628;88238.3426555873;6588.06281398512;8086.39970757506;5408.95553543138;8021.63582246835;5466.76501435131;13442.7773292182;126703.603731424;10920.6683332159;11693.6297957477;5482.38832965689;5915.41884081212;2542.28852796157;7943.5669724769;19020.228141784;18333.203770611;8286.91944844574;1435.3389599832;8444.65809802698;15811.8913806167;9188.7388836837;17477.3085542367;6977.49110746966;19793.6365032284;36081.0094343037;18856.6024179142;7742.24595643677;5006.89948113022;7565.5853968521;10037.7398654463;16617.9253697179;2055.40703488651;10990.1633801094;20189.0912608036;11989.3404728473;8630.96678758708;16685.6013197191;4701.2675701191;10665.9878796641;5531.00179447029;40168.5536076113;11601.3637240399;8635.37075736252;11016.909774174;1962.23602640924;17013.0318843365;9043.47682403132;5400.34181842071;1269.83582073963;8410.0276046597;10684.6980666459;8628.76783933306;13219.2408194314;7759.09152460672;7676.93335700098;7363.36522833544;8180.2705123701;7236.87172267107;10028.5590072316;10486.1851324376;10608.4898865683;14650.2015555156;11783.8819029692;9433.42713754799;15104.3751875013;11794.3427883917;12665.0458921162;10974.7234738438;12241.6880228778;8586.39192527962;"[203][M+1]+";"";"242";0.222124044896033
"1667";"M531T660";531.042653443741;531.036553189255;531.048991018965;659.813008422852;658.509984436035;661.118997497559;85;12;17;3;7;14;14;17;3386.41689114001;2327.29877133456;7231.27507952839;5002.03774132645;1339.68871772271;1927.3790990846;1118.39021336292;3517.09736183916;1377.44983659924;7056.36881474307;3162.01232285373;4134.27340816447;2132.24561031176;1289.70134368551;5757.32244192953;2781.59286600601;4645.81559116605;5823.4851368895;484.890429276809;5704.34792948115;3792.82336288827;2673.32309600837;6450.87766639318;7187.360363169;3851.0673816795;4568.26422858442;4637.49942297541;965.053132520648;1988.20753940406;1257.19371418193;1210.03004989689;6132.49664095726;3091.90247744678;3853.83102435969;4592.73929451475;5309.31896490557;4141.30794418454;2099.54437535907;3325.24475201367;4808.90829898946;3972.86056487074;1543.24769401696;4721.85075807116;2997.72784863158;4534.48144259954;6512.56365435284;4989.31886511233;4146.67626651128;5290.47472748923;3593.39882943557;2892.5041310762;2766.6495067409;3970.68655452613;3026.36906733512;4613.33286446784;6961.78629593844;404.518927485617;4507.50234875527;4302.33982583397;4890.93553983994;5366.58060383005;8520.55007175689;2845.11306710997;3667.75813576436;580.589705650931;4600.53799408697;5510.47192039964;5898.16979468836;5245.887280826;1776.28879379748;5559.55894964902;1306.70123498247;3423.29205737633;5708.6609639319;2687.14960683385;1927.3296038121;2402.28137104517;3019.85454884939;861.856545795751;817.050409219198;2631.02605578206;4566.63616612961;3516.24898459513;3445.71951673516;3252.42293305852;4218.9229982648;3877.48916676709;3225.30161355008;3415.37988598792;3200.67529012023;3501.4972511381;3149.18615682095;3734.55267593239;2567.04834958403;3610.82522741709;"";"[M+H]+ 530.036";"83";0.151064787302186
"1670";"M533T628";533.101809124838;533.096522501172;533.106368538741;628.141982879639;627.37299911499;629.533023681641;83;15;17;2;6;13;12;18;8033.39199246172;6431.58450805609;4303.3514378791;5789.9806128398;6025.4369190104;1712.12391832686;6292.59487288039;5770.32372100044;2455.70574257322;2652.67194188734;1959.58554053489;2808.54108303438;1668.69436922361;8015.71837569848;8175.20782039158;5133.32200923027;8271.62806504543;2121.70110015013;539.903997900308;8761.17098269239;7195.86760906781;3990.28928046819;7655.01126187933;6209.21749267129;6139.50292944583;1648.6991648882;8584.29933092282;6562.24173679932;4530.82212999695;966.905270931758;3274.50735989129;7124.87299112137;1293.44300512019;5587.59634525686;4583.86905270101;2372.04939774648;438.901936002209;649.140831598245;3801.65283696715;2783.42714345889;11323.4061959438;924.606844287924;2394.0937393526;4738.37350937051;1361.66211327384;7644.44287172513;7821.22212743523;6646.76478941843;8153.61848527622;3677.14712782834;7765.41869372237;4699.60657537375;7975.59576981712;1400.35796509558;9517.29526602979;8062.78089450811;491.819490564237;6549.48114197859;8330.81982703785;1992.18443346158;911.152686402056;6742.54560004218;480.490267474588;2443.33648999256;583.210819486402;9263.1393564032;5553.65435139227;5632.26415709709;5189.42976648262;6816.55731726035;8214.3897709561;761.450792654349;4025.1127566535;4230.23818908046;5180.18875153552;3018.8483739423;5451.88046787662;2942.48222916217;2534.31794696082;1898.52201476669;5762.3530762095;5202.54637475101;3998.9917862913;5491.9054948226;4623.05534815515;5254.29994843943;3613.21898726639;5384.49309396725;6091.73605055275;5794.31735441184;5773.17112271913;4536.73539004654;4428.26110160963;5084.50382270193;4742.82461154447;"";"[M+Na]+ 510.113";"19";0.141339459595055
"1677";"M536T660";535.997529473914;535.986997058382;536.005175874179;659.877008972168;658.90898147583;661.134014434815;73;11;14;3;5;12;14;14;931.933963611641;1855.13208070616;2313.19245041077;1450.63692009375;1388.97289844426;1120.75380770555;1039.08944269396;2335.63989889548;2253.94969105807;3419.43659201817;1817.77323649657;1175.09174983694;1902.60370947636;1193.53760578994;2500.04123704492;1449.82119106707;1802.5962651307;2032.13704039038;516.345098172534;2074.25252487604;1697.28669620207;2073.75362683279;2192.82659415886;3505.80467958724;2056.16955878281;2330.59185159259;2090.11014114048;1020.82337894141;1609.19120566458;1259.79912217672;991.751579759632;2886.16126749735;1730.45303971484;2302.96892446179;2613.46025430861;3259.51435961673;2776.43367412736;1824.56614848382;1818.80960107702;2403.2734455132;2640.82464451136;1980.49193716418;2086.63559831607;2324.7393924339;1601.7517327352;2725.97690328988;2008.7607221915;2400.04657924626;1367.53805208237;1320.59705596006;1159.14544890799;1306.3168134344;2057.03902776378;1471.05144461587;2227.96172012991;2628.84703537533;343.271767042633;2385.78243136992;1814.11735732322;1445.84279529847;2411.75191828528;3365.40426774274;1707.80704172375;2409.53400726372;590.046132760137;2514.41133032345;2204.76754679154;2027.21684988371;2780.62867329601;1200.98339614685;2412.48783799899;1857.16759485385;2484.87988043658;2229.95288360083;1371.39657875045;1605.13901378507;1040.44597041095;2173.35969464037;823.293459363485;997.247732975504;2024.80627029958;1948.18532627479;2373.5908315109;2148.47017612306;1994.28104573981;2399.22242745039;2434.4949956819;1935.20002219422;2069.41149740919;1715.60150420518;1531.69633029573;1908.91666324764;1996.41860426658;1466.97761023902;1989.84173216795;"";"[M+H]+ 534.991 [M+H]+ 534.991";"83";0.141375098763135
"1691";"M539T740";538.652762371822;538.647230761974;538.665764016716;740.312979736328;738.341003723145;745.098983306885;65;8;12;3;5;10;13;14;3899.27298537089;4080.9177867159;4517.6547825748;2370.07369058754;5080.31393862324;6262.70144758192;6964.14851669514;3407.02959053953;3894.09078928476;4140.35034571442;4540.43928464661;3767.72013819894;3719.59611507718;6811.63099893416;4710.29468055764;5730.47009089668;1197.78244309677;6225.34745606061;3745.02054261161;3526.08470862829;4204.96702839204;4248.3712521363;4244.06758554773;3477.44770757026;3658.88829770071;6403.98941468074;4161.28385700435;5009.92630019641;3354.39061252203;9429.21285181404;5033.49585225248;2823.94231761507;3397.6213811569;5110.89552189866;2451.51697731425;4100.6956520951;8116.20418677165;3384.10360635771;4883.94885523776;5374.49277344364;4435.64288552998;5736.11723927869;3619.64480941928;4035.48550216681;3726.09797350231;3269.7996029921;1674.16047106547;2018.52540873932;4592.84720327427;3849.34555513887;3908.81871628909;4581.31630567515;4482.37938417603;7505.51256428949;1952.17726204493;1854.82028718795;8774.73709603456;3385.11690524573;5387.35134264978;6878.15530121399;3774.34805146493;4082.26844840253;4021.60653276721;4017.63659815517;2617.45464317767;2424.81692408574;4406.23926523659;3328.31515628032;1832.70771102734;2360.12777221871;4126.77007118929;6762.98360392638;1696.91526224514;3681.88316248952;4945.7073396659;7609.27346452006;6751.83203486122;1844.86330759725;6540.58480821878;3957.64238552621;3702.18312580901;2995.75268421024;2514.11180292738;2939.50806328478;3255.50529982035;3638.28915398706;2642.7673121559;4679.14396197736;4780.37833239065;3169.52369044683;3619.97543265564;5093.10115911674;4376.18807649339;3786.14328460574;2994.94213987826;"[208][M+2]+";"";"336";0.221961409014175
"1703";"M543T660";543.116134612362;543.112183574523;543.120759484301;659.80899810791;658.509984436035;660.562984161377;87;13;17;3;7;13;16;18;7898.54922901123;7542.89254690316;16897.4148039518;7423.8492429036;1644.44519856947;4001.5787365132;979.44958450297;8016.83963512925;7382.31847130467;15156.3332353429;8317.67038345715;8770.96759104338;4816.84706085011;2424.6699534719;9068.68673170951;4110.21585890612;12841.4216373173;8514.03626924159;530.640946070404;12119.4375580518;6838.44156908835;8234.27210500333;10518.1632890936;16594.3807882489;5365.61953300671;10273.6183891678;7238.72615387254;2670.15288542076;4290.72602423091;2151.93438877662;1802.21613557684;11465.5978349721;8110.89712130161;11491.061347807;6956.7136944102;13647.5204183853;9417.9872034635;6274.756172472;5663.08221010519;10116.4049692699;7699.7858023569;3672.58913209045;11968.6932990089;11976.0731114624;8925.086864061;11103.2635535528;10064.3231143158;8915.56525172509;7148.44531855287;10463.6391022693;5082.31002351286;4240.45109681592;12656.3568232279;7186.15508508654;7398.16430695418;16527.5604861274;418.688468768772;8367.90203966157;6006.55979417642;7156.30635963908;10412.8539785161;18989.2187764371;5354.32215552984;11687.394202212;417.3428186948;16023.0072001873;9651.06905433023;8144.81122629472;14227.4682543658;5524.52339387806;10566.2896187205;4432.63179094033;7362.21003185253;7977.92049133078;3468.72661248965;5861.26925395691;3281.2209442912;7578.52602558874;1085.53674415489;2480.31636063568;3211.38435730694;9592.00815363021;9813.64193154777;9419.08361531232;10130.5245613453;12173.9835333955;7002.80436871885;5489.928050026;5166.87248507997;6436.41289018002;7774.50441410255;7836.20808603061;8065.92325145416;7997.38352036208;7579.08024915591;"[213][M]+";"[3M+K]+ 168.051";"83";0.285807074805671
"1704";"M543T724";543.13195402631;543.1269328574;543.134095776112;723.58802734375;722.427022247314;726.100008392334;95;15;19;3;7;15;17;19;104959.612827645;45703.7433648879;43528.8257386593;60702.3017532584;40759.3080492196;24157.8643952672;197383.914550275;2514488.36117238;29835.30812719;22619.8434559688;23891.4667597427;29595.2471241183;11134.918810951;43751.3741926971;95929.8631385539;24387.2788971327;139724.304098788;32594.3027892385;9265.41630302876;44476.0998695405;51951.5841874939;48001.8634375046;30388.2665444816;35090.2242343174;34145.2185356;328575.980024366;23055.9583980101;24562.9422731198;20474.333774184;23835.3289898137;17544.7728050765;50159.0141947372;517189.109697936;29616.6997866207;36968.9297139399;14065.0799651864;25721.8098822714;19633.9196453038;32049.9516924375;62608.3277284479;61336.3091120798;26537.4617804389;13398.2474988017;24527.8015879389;52782.3347939411;27116.5675897049;68635.7247539366;21495.7397651439;69178.0976035148;123236.392430218;62189.5670543028;22291.4202759526;25021.1517758047;31961.0650008113;48021.2604431824;65065.6161519715;5508.27833757429;36836.0083153945;60680.9541844914;39877.9145385353;28005.8927195199;57111.4797049349;17638.3741142006;29552.3116351899;14982.1469634541;132843.498168395;39535.9269115338;31117.0440356302;33749.3325232454;2787.8338210126;56024.5113197875;25741.8362013094;33395.5367784328;8363.57298308836;30823.5262471216;27820.3814522769;29986.072172097;40430.3871345855;24948.6230173321;23970.3380623751;29154.6396050202;24342.5981479494;27052.0548705899;31455.6767268421;33015.7825989612;33529.2148621657;47109.6234731028;38538.6178107347;33785.4096419977;53574.273104935;42850.7049673884;41945.6013145375;36991.2307033498;39901.6115017018;24224.6006343956;"[214][M]+";"";"245";0.233359413687149
"1706";"M544T69";543.720329476527;543.712103299019;543.722629737452;68.9959994316101;43.3169983291626;73.8469980430603;103;15;19;3;7;15;16;19;26561.8000815078;59258.1835899591;42953.3812289834;5152.17333375791;42266.5170990658;40488.4139571688;101876.44272789;33954.5093009738;45496.9516318269;32770.7837549386;66459.2974727893;39085.647813649;68323.5596639993;71479.7396647654;11880.3820839187;29768.1226183457;47647.1760994491;78754.9972214562;75246.9884460022;63572.9813288656;27089.3682291639;61706.7670853476;37418.0509722988;54564.9325061941;47328.692321345;71270.6878588259;26357.4327828153;53293.9126269337;49682.2146152066;101597.083308;52518.2140257423;64124.404868121;47519.6188445501;59110.7934405473;7984.80084076627;66675.8996005292;123506.732550939;40031.3075331942;56726.2479264281;52419.5647470466;6505.9124950187;81148.066543989;81882.8400316757;29802.428936018;67260.3561067516;32015.63807854;63230.1553885629;49728.5719626266;7912.99059483939;49810.147306409;34083.8837500417;33833.251430446;8890.0434318751;38324.9449019589;67239.877764618;27180.1290601418;64206.3637976577;82371.473544957;10727.9761678487;52733.9893237776;46969.0500180042;53989.4527476756;72902.7333254728;88444.8079293131;31063.4319432902;46795.115989194;18081.4122772012;41666.2794367135;21273.8854135413;30392.3264846122;7301.33345494642;131169.410429481;54046.6518509731;20508.1274827267;39316.5477185241;70272.0429839479;18866.7457747124;14201.8297753885;23354.4432361481;22276.6604018135;7742.22684598488;6200.99570654181;9523.2524194222;9629.17627412338;8943.03734577066;7037.2090124432;9922.48293572505;8320.35568959802;8218.76884297428;8014.17399527861;7310.42908392437;8402.28348852774;8395.3112038932;8018.95190118863;7647.50679352625;"";"";"193";0.122152985823299
"1708";"M544T660";544.117430796553;544.105948376283;544.125149718439;659.803502044678;658.995978851318;661.118997497559;58;8;10;3;5;10;11;11;1602.50495085983;1426.98876780798;2268.92697657113;1321.99783666766;902.149674529658;1013.71302896779;870.92500905517;1473.82115056138;1481.99461405677;2405.51472091902;1671.37869851097;1697.84090949599;1008.39656280444;1612.2720547675;1376.7003153121;554.035550887911;2542.64108987856;1277.93595630634;597.609162257735;2659.86754696055;1341.62321678083;1405.94698753839;791.314095598851;3271.21904826637;1015.70923280504;1799.88213106434;1372.74997854564;886.279512771629;921.410339649735;941.97718970816;752.45819092764;2187.44532210599;1442.72738482917;2268.37617971184;1484.31995627649;2102.47490963492;1946.75411302808;1566.43880927449;803.34885408729;1782.57333424499;1409.8187161558;1708.84925035454;1915.57913157706;1539.41256273068;1617.88795440626;2368.43008340341;1801.52863233313;1315.25577933841;1345.91039966361;1980.58417550728;1065.92140541428;695.401501571712;2127.04745488524;1296.54858248004;999.482713373808;3151.55278835887;421.15108611067;1692.33264556511;1062.9107746169;756.552691617767;1933.21036546031;2580.56354126362;861.174002693171;1819.04678675066;462.326582647572;2643.06993202935;1523.4268330943;2135.37042847566;1878.49771344709;1091.09454810216;1365.38582816086;2559.49860319158;1113.74636614759;2180.32012298131;554.642423859356;1291.93543855654;1112.63379641303;1265.11577809783;704.586602367585;885.732178684441;772.494307544603;1058.15789408558;1439.34984700506;2057.29689137358;1312.85961613276;1494.38403221284;1470.01070817102;1064.48484277721;1219.42749174229;986.07651571032;1252.2740301875;1618.53728964857;1596.19931083454;1804.56839375434;1461.56802082387;"[213][M+1]+";"";"83";0.241991108745259
"1710";"M546T69";545.718644097889;545.713870775086;545.723541431028;69.3909997940063;64.20100233078;74.603996925354;101;14;19;3;7;14;17;18;11174.0930218184;24617.6326179406;30884.3081573847;9914.20627397596;21071.7577303222;19473.1940357635;44292.3276030588;7192.70894481184;26796.0752205453;20199.1642043149;28513.4061824628;26719.8897188441;30114.1140969945;32241.4446072533;7587.71678023413;12326.0988869042;22298.4550233691;37005.3339104422;29799.8759188141;25974.3866603549;12019.4968262277;24730.9461889749;15245.30071915;22887.7107241324;13318.9831290656;18143.2965686266;9534.64866753111;13247.4422313235;20554.9026253776;41135.5561136815;25291.1819657731;15806.4311053732;19776.5473706461;27203.4933488707;30288.6958601641;28801.485138398;49125.5377419743;18731.7324142517;17264.5745143695;24048.5207865719;8272.68600327458;38012.1836145674;21934.29511585;20145.1919676665;15136.391847697;13976.6126812678;14545.1589259679;21842.4014833695;28826.5684852725;29444.5024125356;18247.6521779568;14946.5403398516;26656.8115708383;4956.57519417212;13610.5579917599;16766.3748939384;27494.4038414599;21992.8377587764;9005.10030904249;21369.9320786627;6574.65916611236;21112.7585124585;17200.9152532667;41419.7425564933;65435.9048333363;11645.2058359632;13593.6666381124;16911.9703305841;6283.90771402984;11773.3023920363;5100.23975624587;49319.9579049362;21329.2286017013;16248.8980678607;17170.7550060875;30959.5235098524;6284.39600427419;8490.92458447203;8901.06636096857;6797.36266368291;2823.73479645946;2823.85279952634;4600.9006628463;3876.59967122773;4981.49712894625;3567.11941049261;3528.82738173519;2375.820306715;4283.79629851891;3071.48729043804;2887.95578749389;2864.35414444436;2896.07646348143;3456.51556661417;3984.02736127381;"";"";"5";0.216520893143469
"1713";"M547T628";547.266743685092;547.25851161592;547.273271921818;628.138996658325;579.621010131836;628.904971923828;86;15;18;2;5;14;14;18;43621.4239902134;33865.7151149351;16813.8990860275;25546.2045978799;24276.0975925219;4616.74740120561;20441.7162973439;32007.6245976052;8283.24799519716;10390.3408371141;5587.35001741614;8117.09662292861;3668.18477900005;34122.7120190361;75724.3243784767;18724.7894822979;65251.5521025103;5632.574947494;2481.55291604197;69689.098621598;33423.7060538242;15408.5397193463;45344.7251390279;34235.9598550641;27222.4856925383;2963.92079110473;40340.2015352962;28477.141186985;20832.1091301668;3057.18660078772;7446.59234749811;42399.7826827032;5073.35823187275;21021.6047875511;15328.7357532999;9465.9161931964;3004.68844725172;2460.42094155157;11228.9906761678;8448.98175851552;65035.9434348978;2860.96844451935;11287.1651533971;21614.3773263383;4962.9744441161;37255.3924662951;37130.0669156615;21947.7273984005;30294.3004330565;14842.041945328;33756.2474696651;15397.8156352223;40453.8528611793;2912.69616427744;50458.0459830715;46156.2372712721;1615.28446532113;29354.9907799944;38244.3580884244;6113.13988954894;1580.00174485166;32332.5495603654;1393.62828572419;6476.26084242141;2002.97339654118;61169.253920395;17387.4559684233;19367.5161206194;23733.0683946935;34928.5944768911;42697.7814139676;3098.71428981844;13524.8462427979;17040.5387204169;23730.6812807172;4772.57775915731;15744.4671338043;12739.6428027987;5082.53381252088;3773.65884003829;19935.55456541;20062.1980012705;21493.9482199524;21965.7172807971;19859.3259618017;19977.8380617349;20128.8306405725;20679.2577352327;21044.623485955;22823.7048800545;19533.3198887936;21668.0375682548;22025.3761290212;19793.4365208523;20464.9337746451;"";"[4M+Na]+ 131.07";"19";0.0486373757860889
"1719";"M549T584";549.264030071098;549.260677421838;549.270077766651;583.680994644165;581.610018768311;627.14298324585;78;12;15;3;3;11;12;17;10632.4296721419;11042.5910743318;7353.65142349771;15895.982517188;10457.2591735186;7630.02781799985;15113.5418390164;8897.76911975727;7937.94058840965;10889.6565930494;7400.04645168863;7969.55049644006;7056.11431038075;12917.980219924;11632.761335022;8705.20240541343;12108.9071307675;8091.73812338275;8453.67213980426;11255.7213337356;12044.3357064292;8326.31245959014;11086.1689467952;11948.9477965825;8804.89276830106;7396.73480631577;12462.7020660679;8367.71274004578;9319.83301742933;9963.79603822894;10110.0495210623;12704.1036260551;7936.68260711746;12165.2163684424;9795.09160150689;14027.5571853852;1853.75223980613;9327.08547067429;9648.6253795801;8333.70289241948;11368.2297376;9416.56311740204;8058.03454034052;8455.87854272158;7983.42692751363;8362.72862720511;13420.6928652582;10005.5500832246;8846.4125608505;8503.82994453759;21250.7392302758;6418.53991904224;12038.6968484475;8027.37460269252;10600.2947510235;9243.53428632024;8124.07992884627;9210.7014986608;14252.8336238904;9873.79473323588;8060.29928607492;9676.56502569229;5642.46389020043;9599.74680831022;7117.05173409726;10652.5064901482;5963.84359412354;9406.98361418485;5068.34777606621;14477.1881413383;11184.0321953016;9870.23197668033;13676.6719123275;10751.5628200357;7898.20367565067;11721.3484533837;10934.807202455;7042.87343563941;7816.48082760402;6286.26976785787;10997.7124533617;7708.13245535135;9486.09197892565;10228.6860493626;9285.45701298606;7802.43949933116;8359.06675510238;8195.13976222148;10496.6285523129;8039.33829131425;4301.43908188961;11064.871391497;8902.76699032057;10867.7057645599;8851.88001433535;"";"";"333";0.195304883916565
"1728";"M552T422";552.059301607317;552.047880945836;552.065533087918;421.74100730896;419.198996658325;424.389011535645;57;8;11;3;4;11;11;9;1349.09849806959;814.939406112628;1311.51816196842;2434.87832902643;649.527014924195;1488.49500403853;653.489901645362;2184.52335321399;768.400929326137;2439.927674653;1568.36825815781;1891.55354297923;1322.90200098854;720.736862110232;1709.74081378287;1332.38214053474;335.738393262579;1763.31799628464;1647.68710838911;1882.41349259048;1041.67056302136;1173.99160693924;1000.90679726698;1164.41452909311;1138.26714762456;796.499904973429;964.613232150435;1536.159894923;1648.24580101148;746.425424274493;1359.93752980458;663.10454363779;1523.68827768114;1367.88664576056;1683.94228910318;1623.42395690534;1661.29987214266;1423.57108366985;2156.82508757071;2009.37457541074;1506.61069543509;1352.51736409282;2376.48633466101;1765.3440032676;1545.61024982844;2136.67316114645;1938.40023151278;873.957494382696;1590.36517106201;929.0897791618;2094.51403045299;1296.35997959361;1601.01272930602;1607.17552673093;1444.92063643746;1774.1454714038;1139.68555876513;1944.93976718177;1529.02356134069;2386.20323507109;2257.64208207594;1583.47270516887;2400.30558473713;1310.11053399365;1317.99145688413;1526.14391134063;2119.22356176661;2720.03799203448;1468.39354697694;2825.07920774169;942.720086460055;2636.63063593454;1874.33473637127;2700.57695308931;1617.61476938924;1667.42830754389;1168.00312439487;888.680842296971;651.06532368777;718.716777279646;1247.26458573296;1337.90061803958;1584.06847675642;1059.02883267166;1359.64838363053;622.87316632674;1295.97441496456;1306.50890161364;1075.10219874595;1226.07860689756;1024.51682793046;641.199890627764;1041.31544158767;1684.80766664583;1497.70056436266;"";"";"376";0.251519216041298
